Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
0,0,28,0,2,0,0,3,3,2
1,0,33,1,3,1,0,3,6,1
1,1,45,1,1,0,1,2,6,3
0,1,61,1,4,1,1,2,6,3
1,1,62,,2,0,1,4,6,2
0,0,42,0,5,9,0,3,4,4
0,1,52,1,5,1,2,4,6,3
1,1,51,1,1,1,0,1,6,3
1,0,49,0,4,1,0,2,4,1
0,1,51,1,3,0,0,2,4,1
0,1,29,0,6,0,1,4,6,1
0,1,53,1,6,,2,2,6,4
0,1,40,1,,3,0,1,6,4
1,0,25,1,6,8,0,4,5,3
1,1,29,0,3,5,1,2,3,1
0,1,60,1,5,0,1,5,6,3
1,0,25,1,6,5,0,3,3,1
0,1,55,1,5,8,2,2,6,3
0,1,66,1,5,0,2,2,6,3
0,0,27,1,1,8,0,6,6,4
0,1,51,0,4,1,1,4,4,1
0,1,35,0,1,0,0,2,6,2
0,1,65,1,5,1,0,2,4,2
1,0,20,0,2,,0,4,6,3
0,0,32,1,9,0,0,5,6,2
1,1,79,1,8,,2,2,6,3
1,0,21,0,2,0,0,3,1,4
0,0,36,1,1,0,0,1,6,2
1,1,70,1,1,1,1,2,3,3
1,0,28,1,6,1,0,3,6,1
0,0,25,1,1,7,0,1,2,1
1,1,36,0,4,8,0,2,6,2
0,0,20,0,6,0,0,4,4,4
0,1,49,0,1,0,0,2,7,1
1,0,28,1,1,,0,2,6,1
1,1,49,1,1,6,1,6,6,3
0,0,18,0,6,2,0,4,2,4
1,1,46,0,3,1,1,5,6,3
0,1,47,0,8,0,0,2,6,1
1,0,32,0,9,,0,1,4,4
0,1,47,1,1,0,1,2,6,3
1,1,49,1,1,,1,4,6,3
0,0,28,0,6,0,0,9,6,4
0,1,58,1,1,1,1,3,3,2
1,0,21,0,6,9,0,4,3,4
0,1,53,1,1,1,1,2,6,3
1,1,67,1,1,1,1,3,2,3
0,0,26,1,6,1,0,5,6,4
1,0,26,0,1,0,0,3,4,1
0,1,40,1,1,0,1,2,6,3
0,0,25,1,6,0,0,3,6,4
0,0,41,1,1,1,0,1,6,2
0,1,45,1,5,5,2,3,7,2
1,1,47,1,1,0,1,2,6,3
0,1,27,0,4,,1,3,6,1
0,1,50,1,4,,0,4,6,4
0,1,51,0,1,,1,2,2,2
1,,28,0,3,0,0,4,6,1
1,0,39,1,3,1,0,1,6,1
0,1,60,0,4,0,1,3,6,2
0,1,39,0,1,1,1,6,4,1
1,1,65,1,3,1,0,1,6,2
1,1,43,1,9,6,0,1,6,1
1,1,58,1,1,,1,6,2,3
1,1,31,0,9,0,0,2,2,4
1,1,38,1,1,2,0,1,4,1
1,0,27,1,1,0,0,3,6,3
1,1,58,1,1,0,1,2,6,3
0,1,62,1,1,1,2,2,6,2
0,0,48,1,1,1,0,1,6,2
0,1,57,1,5,7,2,2,6,3
0,1,42,1,1,0,1,5,6,3
1,1,68,1,8,1,2,2,6,3
0,1,38,1,3,,1,4,6,2
0,1,31,0,5,,1,3,4,1
1,1,51,0,3,0,0,4,6,1
0,1,59,1,1,0,1,4,6,3
0,1,36,1,1,1,1,2,4,3
0,1,32,0,,5,1,3,6,2
0,0,25,1,2,1,0,2,6,4
0,1,48,1,4,1,0,1,6,1
1,,37,1,2,8,1,1,6,1
1,1,70,1,1,1,1,2,6,3
1,1,42,0,9,0,0,3,6,2
0,0,26,0,1,0,0,2,6,4
0,0,25,1,1,1,0,4,6,1
1,0,36,1,1,0,0,3,6,1
0,0,42,0,2,0,0,1,3,4
1,0,35,1,1,0,0,7,2,3
1,1,22,0,3,8,1,2,5,3
1,0,36,1,1,6,0,1,6,3
0,1,47,1,1,0,1,3,6,3
0,0,19,0,6,1,0,4,3,4
0,1,36,1,4,1,0,2,6,2
1,0,28,1,2,0,0,3,3,3
0,1,52,0,2,1,1,4,6,2
0,1,50,1,2,,1,4,3,3
0,1,47,0,5,0,0,4,4,4
1,0,29,1,2,1,0,1,3,1
1,0,23,0,6,0,0,4,6,4
0,1,50,1,1,0,1,4,6,3
1,0,21,0,,1,0,4,6,4
1,1,56,1,1,0,0,1,6,2
0,1,32,1,4,9,2,2,4,1
1,0,32,1,3,,0,9,4,4
0,1,63,1,5,1,2,2,6,3
0,1,50,0,4,0,0,2,6,4
0,1,52,1,1,,0,4,6,1
1,1,49,1,1,7,1,4,6,2
0,0,62,0,6,8,0,1,3,3
1,1,55,0,3,1,1,7,6,1
0,0,27,0,6,1,0,3,,2
1,1,45,1,1,0,0,1,3,2
1,1,31,0,7,8,1,2,6,4
0,0,33,1,6,0,0,5,6,4
0,1,52,1,1,1,1,2,6,3
0,0,42,1,4,0,0,2,6,2
0,0,38,1,5,1,0,3,6,1
0,1,84,1,8,1,2,2,6,2
0,1,67,1,5,1,2,3,6,3
1,0,32,0,6,0,0,5,7,3
1,0,33,1,4,12,0,2,6,1
1,0,30,1,6,2,0,5,6,4
0,0,18,0,6,1,0,4,4,4
1,1,47,1,1,7,1,2,6,3
0,0,29,0,2,1,0,4,6,4
0,1,63,0,5,0,2,4,6,2
0,,55,1,3,0,1,2,4,2
1,0,48,1,4,1,0,,4,3
0,1,27,1,4,0,0,4,7,4
1,1,43,1,1,1,0,1,1,1
1,1,50,1,3,0,0,,6,2
0,0,29,0,6,1,0,3,6,4
0,1,73,1,1,1,1,,3,3
1,1,57,0,3,8,0,1,6,2
1,1,47,0,3,8,0,1,3,1
1,1,32,1,5,4,2,3,7,3
1,1,25,1,4,0,1,2,1,1
1,1,79,1,8,1,2,2,4,2
1,0,41,1,1,0,0,1,6,1
0,1,36,1,1,4,1,2,6,3
0,0,19,0,6,1,0,9,7,4
1,1,49,0,3,,1,5,4,1
0,1,26,0,4,0,2,2,6,4
0,0,28,1,1,13,0,2,6,1
0,0,84,0,1,0,0,1,6,4
0,1,81,0,8,1,0,2,6,4
1,0,35,1,6,1,0,1,6,4
0,1,55,1,2,0,1,2,6,3
0,1,50,0,5,0,2,5,6,2
0,1,78,1,8,0,0,5,6,1
0,1,36,0,4,0,1,4,4,1
0,0,47,1,9,1,0,1,6,1
0,1,48,0,4,6,1,5,4,2
1,1,69,1,9,1,0,2,6,3
0,1,38,0,9,0,2,4,7,2
0,1,36,1,1,1,1,4,6,3
1,1,52,0,3,9,1,4,4,2
0,0,46,1,1,0,0,1,6,2
0,0,18,0,9,1,0,6,3,4
1,0,22,0,6,0,0,4,6,4
0,0,18,0,2,1,0,6,6,2
0,1,30,0,7,1,1,3,6,4
0,0,32,1,3,,0,3,6,4
0,1,43,0,1,7,2,4,6,2
1,1,49,1,1,1,1,3,6,3
1,0,40,1,7,9,0,2,6,1
0,1,55,1,1,0,1,3,6,3
1,0,33,0,6,1,0,7,4,2
0,0,31,1,6,1,0,5,6,4
1,0,35,1,6,3,0,6,2,4
0,0,40,1,6,8,0,3,2,4
0,1,69,0,1,0,1,3,6,2
1,1,46,1,1,1,0,4,4,2
1,1,63,1,9,0,0,2,6,4
1,0,50,0,1,0,0,,2,1
0,1,61,1,1,1,1,2,6,2
1,0,50,0,3,1,0,1,3,1
1,0,25,1,9,2,0,,4,1
0,1,53,1,1,0,2,3,6,3
1,1,35,1,3,0,1,2,6,2
0,0,19,0,6,7,0,3,6,4
0,0,26,0,6,3,0,4,3,4
1,1,38,0,3,0,1,4,6,2
1,0,26,0,1,1,0,1,6,4
0,1,39,1,6,0,2,3,6,3
0,1,39,1,4,1,0,4,4,1
1,1,72,1,7,1,0,,6,2
1,0,45,1,1,2,0,1,6,1
0,1,47,0,4,0,1,4,6,3
1,0,30,1,4,0,0,5,2,1
0,1,48,0,5,5,2,2,4,1
1,1,76,1,9,0,0,2,6,2
0,1,71,1,4,0,0,2,6,1
1,0,41,1,1,0,0,1,6,1
1,0,29,0,4,0,0,,4,1
0,1,57,1,1,1,1,5,6,3
0,1,49,0,4,0,0,1,6,1
0,1,21,0,6,1,2,8,4,2
0,0,18,0,6,0,0,3,6,4
0,0,22,0,6,,0,3,7,4
1,0,33,0,7,8,0,1,6,4
0,1,53,1,4,1,0,3,6,1
0,1,55,1,1,1,1,2,4,2
0,1,73,1,8,0,2,4,6,1
0,1,89,1,5,,2,2,6,3
0,1,59,1,1,0,0,2,6,1
0,0,38,1,4,0,0,2,6,4
1,0,42,1,1,0,0,2,6,3
1,1,83,1,8,1,2,2,6,1
1,0,22,0,6,,0,4,3,4
0,1,46,0,1,0,1,4,3,2
0,1,37,1,4,8,1,2,6,2
1,1,42,0,3,1,0,3,6,1
0,1,71,1,1,0,1,2,6,3
1,0,18,0,6,7,0,3,6,4
1,0,41,1,1,4,0,1,6,4
0,1,27,1,6,0,0,5,4,4
1,0,53,0,4,1,0,1,4,1
1,0,28,0,6,0,0,3,4,2
0,1,35,1,,3,1,2,6,3
0,0,18,0,2,0,0,2,5,4
0,0,19,0,6,2,0,4,6,4
1,0,32,0,6,0,0,4,3,2
0,0,30,0,6,1,0,4,2,3
0,0,36,1,2,0,0,1,6,2
0,1,82,1,8,5,2,2,6,1
1,1,37,1,3,,0,1,3,3
0,0,45,1,1,1,0,1,6,1
0,0,31,1,,6,0,1,4,4
0,1,27,1,4,9,0,4,6,3
1,0,18,0,6,1,0,5,6,4
0,1,22,0,2,1,0,4,6,1
1,0,22,0,6,2,0,6,6,4
1,0,42,0,7,8,0,1,3,4
0,1,69,0,2,1,0,1,6,1
1,1,43,1,7,8,2,2,6,1
1,1,89,0,8,3,2,2,6,1
1,0,26,0,6,1,0,4,3,3
0,0,43,1,1,1,0,3,6,2
0,1,30,1,4,1,1,2,3,3
1,1,60,1,5,0,0,2,6,2
1,1,38,1,2,7,2,4,3,3
1,,29,1,7,0,2,4,2,2
0,1,45,1,4,0,1,2,4,1
0,0,20,0,6,3,0,4,4,4
1,1,51,1,9,9,0,1,6,1
0,1,36,1,4,1,1,4,3,3
1,0,41,0,9,9,0,3,3,2
0,1,46,0,4,,0,5,6,4
1,0,30,1,1,9,0,1,6,1
1,0,23,0,7,0,0,5,5,2
0,1,39,1,6,4,0,2,6,2
0,1,63,1,1,0,1,4,6,2
0,1,60,1,1,1,1,3,6,3
0,0,20,0,6,1,0,3,6,4
1,1,89,0,8,1,2,2,6,1
1,,31,,2,9,2,2,4,1
0,0,43,1,5,1,0,4,6,1
1,1,70,0,8,3,2,2,6,1
0,0,35,1,1,9,0,1,6,1
0,1,42,1,1,0,2,2,6,2
0,1,39,1,2,6,1,2,3,3
1,1,29,1,6,0,0,2,6,1
1,0,38,0,7,8,0,,6,1
1,1,74,0,8,1,0,1,6,1
0,1,41,1,1,1,0,2,6,3
0,1,51,1,4,0,1,4,7,3
0,1,50,1,5,1,2,3,6,3
0,0,23,0,9,0,0,3,6,4
0,0,36,1,1,9,0,3,6,1
0,0,36,1,1,8,0,1,6,2
1,1,50,1,2,1,0,2,6,4
0,0,23,0,6,,0,4,3,4
1,0,37,0,6,1,0,1,6,4
0,1,65,1,5,0,2,4,6,3
1,0,26,1,6,0,0,1,6,4
0,1,55,1,4,1,0,3,6,1
0,1,65,1,5,0,2,2,6,3
1,1,72,1,8,1,2,2,6,1
0,1,51,1,1,7,1,2,6,3
0,0,25,1,1,1,0,5,6,4
0,1,38,0,5,0,2,3,6,3
0,1,55,0,1,,1,2,6,1
0,1,46,0,1,0,1,,6,3
1,0,39,1,1,0,0,3,6,2
1,1,62,1,1,0,2,2,6,2
1,1,37,1,1,4,1,2,2,3
1,0,28,0,3,3,0,7,4,1
1,0,32,1,9,1,0,6,6,2
0,0,31,1,2,14,0,2,7,1
1,0,31,0,6,1,0,3,6,4
0,0,43,1,1,8,0,,6,1
0,1,67,1,1,1,1,2,6,2
1,0,72,1,8,0,0,1,6,3
1,1,57,0,3,0,0,3,6,2
0,,58,0,5,,2,3,6,1
0,1,36,1,4,4,1,2,6,2
1,0,21,0,7,9,0,1,6,4
0,1,47,0,4,1,1,5,6,3
1,0,25,1,4,8,0,3,6,4
1,1,41,0,3,9,1,2,3,2
0,0,29,1,6,0,0,4,6,1
0,0,21,0,6,0,0,3,4,4
0,1,66,1,8,0,0,1,6,3
0,1,27,1,4,10,0,2,6,2
1,0,27,0,7,,0,4,6,3
0,1,52,1,1,4,0,1,6,3
0,1,46,1,1,1,1,3,6,3
1,0,23,0,6,0,0,4,3,4
0,0,27,1,4,0,0,5,6,2
1,1,52,1,2,1,0,3,4,2
0,1,65,0,1,0,1,2,4,1
0,0,42,0,4,,0,3,3,4
0,1,59,0,4,1,0,2,6,1
1,1,45,1,8,0,0,1,6,2
0,1,18,0,5,,1,,3,4
1,1,61,0,3,1,2,3,4,2
1,1,53,1,1,1,1,4,3,3
1,1,37,1,2,1,1,2,6,3
0,1,63,1,5,0,2,5,6,4
1,0,33,0,9,,0,5,4,4
1,1,50,1,1,1,0,3,4,3
1,1,62,1,1,1,0,2,6,3
0,1,49,1,1,1,1,8,4,3
0,1,46,1,7,6,1,3,3,3
0,0,27,,2,0,0,,2,1
0,1,53,1,5,1,2,4,6,3
1,1,42,1,1,2,2,2,6,3
1,1,28,1,1,0,0,1,5,1
1,1,49,1,3,1,1,4,6,2
0,1,35,1,1,1,1,2,6,2
1,1,27,0,2,0,0,,3,3
0,1,58,1,8,0,2,2,6,2
0,1,41,0,1,8,1,2,6,3
0,1,32,1,4,9,1,2,6,4
0,0,33,0,4,0,0,2,6,1
0,1,69,0,4,0,0,5,3,1
1,0,31,0,2,6,0,4,6,4
1,1,68,0,8,,2,3,6,4
1,0,39,0,3,4,0,3,3,4
1,0,21,0,6,1,0,5,4,4
1,1,39,0,1,,1,3,6,2
1,1,41,1,1,9,0,1,6,3
0,1,49,1,1,1,1,4,6,3
1,1,38,1,5,0,1,2,6,1
1,1,36,1,5,,2,,3,1
1,1,52,1,1,9,0,4,6,3
1,0,46,1,1,6,0,2,6,3
0,0,28,0,2,4,0,3,6,3
1,1,55,1,1,0,2,5,6,2
1,0,41,1,6,1,0,1,6,4
0,1,47,0,5,0,2,2,7,2
0,1,52,1,1,0,0,3,4,1
1,1,45,1,1,4,2,4,6,3
0,0,32,0,6,,0,3,6,4
0,1,78,1,8,1,0,1,6,2
0,0,45,,1,0,0,1,6,3
0,1,39,0,5,,1,7,4,4
0,1,38,0,2,0,2,4,6,4
1,1,50,1,1,1,1,4,6,3
1,1,53,1,3,8,2,4,6,1
0,0,43,1,1,1,0,1,3,1
0,1,59,1,1,1,1,3,6,3
1,0,38,0,4,8,0,2,6,2
0,1,42,1,1,2,1,2,6,3
0,1,65,1,1,0,1,2,6,3
0,1,79,1,8,0,0,2,6,1
1,0,41,1,1,1,0,1,4,4
0,1,42,1,4,9,0,2,6,1
0,1,28,0,5,,0,7,4,1
0,1,49,1,2,1,1,2,6,3
0,1,58,1,1,1,0,2,7,2
0,1,69,1,8,0,2,3,6,1
1,0,35,1,1,3,0,1,6,3
1,1,47,0,3,0,2,2,4,1
1,0,25,1,9,12,0,1,6,4
1,1,38,1,7,0,0,2,4,1
1,0,25,0,3,8,0,3,6,4
0,1,76,0,8,0,0,1,6,1
1,0,23,0,6,0,0,5,5,4
0,0,38,1,9,3,0,,6,4
1,1,49,1,1,0,1,3,6,3
1,1,56,1,,1,0,1,6,2
1,1,71,1,1,1,2,2,6,3
1,0,39,0,3,0,0,3,3,1
1,0,41,1,1,8,0,3,6,1
0,1,66,0,8,1,0,,4,4
1,1,27,0,7,10,0,1,6,4
1,0,23,0,6,,0,3,6,4
1,1,35,1,1,2,1,2,6,3
1,1,33,0,1,,0,2,1,2
1,0,21,0,5,8,0,,7,4
1,1,49,0,3,0,0,1,6,1
0,1,42,0,3,9,0,3,6,4
0,0,39,1,1,0,0,1,6,1
0,1,68,1,8,8,0,1,5,1
0,1,57,1,1,1,0,1,6,1
0,0,38,1,1,0,0,1,6,1
1,1,35,0,3,2,1,5,4,4
1,1,41,1,9,0,0,3,6,4
0,1,40,1,1,0,1,4,4,3
1,0,32,1,6,,0,3,3,3
0,1,53,1,1,0,1,4,6,2
1,1,38,1,7,8,1,3,6,2
1,1,68,0,9,0,0,2,6,4
0,0,30,0,5,1,0,2,6,4
0,1,52,0,4,4,1,5,6,3
0,1,80,1,8,1,0,1,6,1
1,0,31,1,6,1,0,7,6,1
1,1,38,0,5,,1,4,4,1
0,1,87,0,5,0,2,2,6,3
0,0,23,0,6,1,0,4,6,4
0,0,45,1,1,5,0,1,4,3
0,1,36,1,1,9,1,4,7,1
0,1,41,0,5,1,2,2,4,2
1,1,48,1,1,0,0,4,6,3
0,1,70,1,5,1,2,5,3,2
1,1,84,1,8,3,2,2,6,1
0,1,39,1,6,11,1,2,2,4
1,0,39,1,1,0,0,1,6,1
0,1,50,1,1,1,1,4,6,3
0,1,40,1,2,1,0,5,6,1
0,1,39,1,1,,1,2,4,3
0,1,38,1,1,4,1,3,6,3
0,1,71,0,8,1,2,2,6,2
1,0,35,1,1,10,0,1,6,1
0,1,27,1,6,5,0,5,6,4
0,1,33,0,6,8,1,3,6,3
0,1,37,0,1,,1,3,4,2
0,1,74,1,8,1,2,2,6,2
0,0,20,0,9,0,0,2,6,4
1,1,30,0,4,1,2,4,5,4
0,0,22,0,2,0,0,4,6,2
1,0,43,1,7,9,0,1,6,1
0,0,36,1,1,11,0,2,6,3
0,0,29,1,6,4,0,2,6,3
1,0,43,1,4,0,0,6,6,1
0,0,38,1,4,7,0,1,6,4
1,1,40,1,1,5,2,5,,2
1,1,68,1,8,9,2,4,6,3
0,1,57,1,1,1,1,,6,3
1,0,35,1,4,9,0,2,6,1
1,0,23,0,2,7,0,4,2,3
0,0,50,1,1,1,0,1,6,2
1,0,32,1,2,0,0,5,6,4
0,1,59,1,4,9,0,1,6,1
1,0,30,1,6,3,0,5,6,2
1,0,35,1,1,0,0,1,6,1
0,0,48,1,6,1,0,2,6,4
0,0,29,0,6,9,0,4,3,4
1,1,40,1,1,1,1,2,6,3
0,1,38,1,1,1,1,3,2,3
0,1,36,0,3,0,0,1,6,4
0,0,20,0,6,0,0,4,6,4
0,0,29,0,6,6,0,3,6,3
0,1,42,0,5,3,2,3,4,1
1,1,35,1,4,1,0,1,6,4
1,1,37,0,3,1,1,6,4,2
1,1,52,0,1,0,1,4,6,3
0,0,53,1,1,0,0,2,4,3
0,1,30,0,1,9,2,6,2,1
1,1,65,1,1,1,0,2,6,2
1,0,23,0,6,1,0,3,6,4
1,0,32,0,4,0,0,3,4,3
1,0,36,1,7,9,0,1,2,1
0,0,27,0,4,1,0,3,4,2
0,1,36,1,5,0,0,2,3,2
0,0,37,1,1,12,0,1,6,2
0,0,29,0,4,0,0,3,6,4
0,0,29,1,5,0,0,5,6,3
0,0,27,1,2,1,0,6,4,4
1,0,35,1,3,2,0,1,7,2
0,0,40,1,1,1,0,1,6,1
0,0,37,1,4,6,0,4,2,1
0,0,19,0,6,0,0,5,4,4
0,0,29,1,6,0,0,4,6,4
1,1,53,1,1,0,1,2,3,3
0,0,25,1,6,0,0,,3,4
1,1,38,1,,1,0,1,3,3
0,1,48,1,1,,0,6,6,2
1,0,26,0,3,4,0,1,7,1
1,0,30,1,6,0,0,4,6,4
0,0,30,0,4,1,0,2,4,4
0,1,69,0,5,1,2,3,6,2
0,1,57,1,1,0,0,1,3,1
1,1,56,1,1,4,1,2,6,3
0,0,27,1,6,8,0,4,6,4
0,0,21,0,6,0,0,6,4,4
1,1,71,1,1,0,2,4,1,2
1,0,39,1,4,8,0,4,4,4
1,1,87,1,8,1,2,2,6,1
0,1,59,0,4,6,1,3,3,2
0,0,32,1,9,8,0,1,6,4
0,1,40,0,5,7,0,4,6,1
1,1,58,1,1,0,2,3,,2
0,0,19,0,6,,0,5,4,4
1,0,31,1,9,0,0,9,7,4
0,0,31,0,6,,0,4,6,2
1,1,43,0,3,,1,2,4,4
0,1,47,0,,1,0,5,3,1
0,0,35,0,9,0,0,4,4,4
1,1,46,1,1,8,1,2,6,3
0,1,69,1,1,1,0,2,6,1
0,1,69,1,2,0,2,3,6,3
1,1,45,1,4,3,1,5,3,2
0,1,38,1,1,0,0,4,6,1
0,1,39,1,5,5,2,3,6,3
0,1,65,1,1,4,0,,6,2
1,0,23,0,6,2,0,5,6,4
1,1,58,0,3,0,1,6,4,1
0,1,84,1,4,0,2,2,6,4
0,1,35,1,1,5,1,2,6,3
1,0,22,0,6,1,0,2,6,4
0,0,30,0,5,,0,4,6,4
0,0,23,0,6,0,0,2,4,4
1,0,41,1,1,3,0,3,6,4
0,1,50,1,5,4,2,3,6,3
0,1,50,1,5,0,2,4,6,1
1,0,28,1,7,8,0,1,6,4
1,1,37,1,2,1,1,2,6,3
0,0,19,0,6,,0,6,6,4
1,0,30,1,6,,0,5,2,1
0,1,43,0,5,3,0,,6,2
0,1,73,0,5,1,2,2,4,4
1,0,19,0,6,0,0,,6,4
0,1,50,1,5,1,2,3,6,3
0,1,51,1,,1,0,2,6,4
1,1,32,1,1,4,2,2,6,3
1,0,39,1,2,2,0,1,6,2
0,0,43,1,2,1,0,4,6,1
1,0,33,1,1,5,0,2,4,2
0,1,61,1,1,1,1,3,3,3
1,1,70,1,2,0,1,2,6,3
0,1,66,1,1,1,1,2,6,2
1,1,72,1,1,0,0,1,6,3
0,1,71,1,1,0,2,2,6,2
0,0,18,0,6,8,0,9,6,4
0,1,33,0,1,1,1,2,4,2
0,0,28,1,1,9,0,1,6,1
1,1,27,1,9,11,1,2,6,1
1,1,38,0,3,1,0,5,1,2
0,1,63,1,1,0,1,7,6,3
0,1,70,1,8,0,2,3,6,1
1,0,26,1,6,10,0,1,6,4
0,1,36,0,4,1,0,2,4,1
1,1,47,1,1,0,0,3,6,3
0,0,28,0,4,9,0,2,6,1
1,0,26,1,4,1,0,5,6,3
0,1,65,0,8,,2,2,3,2
0,0,20,0,9,1,0,3,4,4
0,1,30,1,1,0,1,2,6,3
0,0,41,1,4,8,0,2,6,1
1,0,40,1,2,1,0,1,6,1
1,1,47,0,3,1,1,4,4,2
0,1,40,1,4,2,1,5,6,1
1,1,53,0,3,0,1,3,6,1
1,0,28,1,7,,0,2,4,2
0,1,60,1,1,1,0,2,6,1
1,0,27,1,1,8,0,1,6,1
0,1,43,1,1,2,0,2,6,2
1,0,33,1,7,7,0,3,2,3
0,1,56,1,4,0,1,2,6,3
0,1,70,1,5,1,2,2,6,3
0,1,70,0,2,1,2,2,6,4
0,1,73,0,5,,2,3,6,3
1,1,38,1,4,,1,2,2,1
1,0,40,1,3,6,0,3,6,4
0,1,88,0,5,,0,,6,4
1,0,29,1,6,1,0,4,6,4
0,1,27,1,5,,2,2,6,1
1,1,40,1,3,0,1,2,6,2
0,1,82,1,8,1,0,1,6,1
1,0,38,1,1,7,0,1,6,2
0,1,39,1,2,0,1,3,6,2
0,1,39,1,1,0,1,2,2,3
0,0,47,1,1,0,0,1,6,1
0,1,75,1,8,0,2,2,6,1
1,1,37,0,9,0,0,4,6,4
0,1,84,0,8,1,2,2,6,1
1,0,42,1,4,6,0,2,6,1
0,1,39,1,2,0,1,2,1,4
0,1,42,1,1,0,1,2,6,2
1,1,40,1,1,1,1,2,4,1
1,0,52,1,2,1,0,1,4,2
0,0,52,0,1,5,0,1,6,2
0,0,31,1,4,0,0,4,6,4
0,1,37,1,9,1,0,2,6,4
0,0,27,1,1,3,0,1,2,1
1,0,35,1,3,4,0,4,2,3
0,1,79,1,1,0,2,2,6,3
1,0,28,1,2,1,0,4,6,3
0,0,31,0,6,0,0,4,6,4
0,1,88,0,5,0,2,3,6,4
1,0,51,1,4,4,0,1,6,1
0,1,38,1,4,,0,2,6,4
1,1,53,1,1,0,1,2,3,2
1,0,43,1,1,8,0,2,6,2
0,1,55,0,5,0,0,2,6,1
0,0,35,1,1,4,0,2,6,1
1,1,25,0,3,1,1,2,4,1
0,1,58,1,1,6,1,4,6,3
1,0,32,1,2,1,0,6,6,4
1,1,49,0,1,1,1,4,3,3
1,1,53,0,4,9,2,2,6,1
1,1,31,0,3,9,0,4,6,1
0,0,39,1,1,1,0,2,6,2
0,0,42,1,4,1,0,1,6,1
0,0,20,0,6,1,0,5,2,4
0,1,50,1,4,1,0,2,6,1
0,0,26,0,2,0,0,6,2,2
0,1,46,1,1,1,1,3,6,3
0,0,30,1,2,0,0,2,3,1
1,1,60,1,2,6,1,2,6,3
0,1,84,0,8,0,0,1,6,4
1,0,37,1,7,,0,1,6,4
0,1,63,1,1,6,0,1,6,2
1,0,38,1,6,0,0,2,6,4
0,1,51,1,4,0,1,4,6,3
0,0,20,0,6,0,0,4,3,4
1,0,25,0,6,14,0,3,6,4
1,0,33,1,2,0,0,5,6,4
1,0,31,0,3,0,0,1,6,4
0,1,57,1,6,1,0,3,6,2
0,1,42,1,1,1,0,4,4,2
0,1,40,0,4,2,1,5,2,2
0,1,66,0,8,0,2,3,6,2
0,0,21,0,7,0,0,4,3,1
0,1,73,0,5,1,2,2,6,2
1,1,46,1,1,0,0,2,6,3
1,1,66,1,1,0,1,2,6,3
0,1,27,1,2,0,1,2,5,4
1,1,35,1,7,,0,,3,4
1,1,53,0,1,1,2,4,6,1
0,1,80,0,8,8,0,1,6,4
1,1,63,1,1,1,1,3,6,3
1,0,41,1,2,9,0,1,4,1
0,1,43,1,1,1,1,4,6,3
0,1,47,1,,1,2,3,6,2
1,0,18,0,9,9,0,5,3,2
1,0,33,1,4,1,0,4,6,2
0,0,30,0,3,9,0,3,4,4
0,1,85,1,5,1,2,2,6,4
1,1,46,1,1,,2,,6,3
0,1,48,1,2,,0,2,,1
0,1,80,1,8,,2,2,6,2
0,0,33,1,1,8,0,,5,1
1,1,36,1,1,4,2,7,6,3
0,1,27,0,4,3,1,2,6,2
0,0,28,0,6,0,0,5,4,2
1,1,35,1,2,0,1,3,3,1
0,0,26,1,4,1,0,3,6,4
1,1,39,1,7,,1,3,3,1
1,1,56,1,1,1,2,4,2,2
1,0,26,1,1,13,0,2,6,2
0,1,31,1,4,4,0,2,6,2
0,0,21,0,6,0,0,2,6,4
0,1,39,0,4,1,1,4,4,1
1,0,51,1,1,0,0,1,6,3
0,1,45,0,2,0,0,4,4,1
1,0,33,1,7,11,0,,6,4
0,1,62,,8,0,0,1,6,3
1,1,80,1,8,,2,2,6,1
0,1,77,1,5,1,0,1,6,4
1,0,29,0,6,,0,5,4,4
1,1,33,0,3,7,1,5,4,2
0,0,29,0,1,1,0,3,2,1
1,0,20,0,6,1,0,,6,4
0,1,43,1,1,1,0,2,3,2
1,0,18,0,6,1,0,3,6,4
0,1,53,1,1,3,1,3,6,2
0,1,28,1,4,3,1,3,7,2
1,0,43,1,4,1,0,4,4,1
0,0,31,1,4,1,0,3,6,4
1,0,28,1,6,,0,2,3,4
0,1,65,1,1,1,0,2,6,1
0,1,33,1,1,0,1,2,6,2
0,1,49,1,1,0,1,6,6,3
0,0,33,0,6,1,0,4,6,3
0,1,53,1,1,6,1,2,6,3
1,1,47,1,1,7,1,4,6,3
0,0,31,0,4,1,0,7,4,4
0,1,52,1,5,1,2,4,4,2
0,,61,,3,2,1,2,3,2
0,0,31,0,6,,0,7,6,4
1,0,30,1,6,1,0,2,3,1
0,1,63,1,4,,1,2,6,3
0,1,69,0,5,9,1,2,6,2
0,0,29,1,3,0,0,4,3,4
1,1,56,0,3,1,1,5,6,2
1,1,72,1,1,1,1,3,6,2
0,1,88,0,8,,0,1,2,1
0,0,30,0,3,1,0,4,6,4
1,0,31,1,6,1,0,4,2,2
0,0,41,1,1,2,0,3,6,1
1,0,31,1,6,9,0,7,5,4
0,0,20,0,6,,0,5,3,4
1,1,26,0,9,7,2,3,4,1
0,1,48,0,4,,1,5,6,3
0,0,26,0,6,,0,,5,4
0,0,20,0,6,1,0,4,6,4
0,1,41,1,1,4,0,4,6,1
0,0,20,,6,4,0,5,2,4
